MKey,AircraftNumber,Category,Subcategory,Section,Subsection,ModifierName
96038,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Pitch control,Attain/maintain not possible
96038,1,Aircraft,Aircraft systems,Flight control system,Elevator tab control system,Failure
96038,1,Personnel issues,Task performance,Maintenance,Replacement,Maintenance personnel
96039,1,Personnel issues,Task performance,Planning/preparation,Fuel planning,Student/instructed pilot
96039,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid level
96044,1,Personnel issues,Psychological,Perception/orientation/illusion,Spatial disorientation,Student/instructed pilot
96044,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Low visibility,Effect on personnel
96044,1,Personnel issues,Experience/knowledge,Experience/qualifications,Recent experience,Student/instructed pilot
96044,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Capability exceeded
96044,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
96044,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Student/instructed pilot
96044,1,Environmental issues,Conditions/weather/phenomena,Light condition,Dark,Effect on personnel
96045,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
96045,1,Environmental issues,Conditions/weather/phenomena,Wind,High wind,Effect on operation
96045,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
96045,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent rate,Not attained/maintained
96045,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96046,1,Aircraft,Aircraft systems,Landing gear system,Main landing gear,Not specified
96046,1,Not determined,Not determined,(general),(general),Unknown/Not determined
96047,1,Personnel issues,Action/decision,Action,Forgotten action/omission,Pilot
96047,1,Aircraft,Aircraft systems,Landing gear system,Gear extension and retract sys,Not used/operated
96052,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
96052,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Prop/rotor parameters,Not attained/maintained
96052,1,Personnel issues,Action/decision,Action,Incorrect action performance,Pilot
96052,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
96052,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
96053,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Surface speed/braking,Capability exceeded
96053,1,Personnel issues,Task performance,Use of equip/info,Use of equip/system,Pilot
96053,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
96053,1,Aircraft,Aircraft systems,Landing gear system,Brake,Incorrect use/operation
96054,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96054,1,Personnel issues,Psychological,Perception/orientation/illusion,Situational awareness,Pilot
96054,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
96055,1,Environmental issues,Conditions/weather/phenomena,Wind,Crosswind,Effect on operation
96055,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96055,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
96055,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
96059,1,Personnel issues,Psychological,Personality/attitude,Motivation/respond to pressure,Pilot
96059,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
96059,1,Personnel issues,Task performance,Planning/preparation,Fuel planning,Pilot
96059,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid level
96059,1,Environmental issues,Physical environment,Object/animal/substance,Tree(s),Contributed to outcome
96060,1,Personnel issues,Task performance,Planning/preparation,Flight planning/navigation,Pilot
96060,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
96060,1,Personnel issues,Experience/knowledge,Experience/qualifications,Qualification/certification,Pilot
96060,1,Personnel issues,Experience/knowledge,Experience/qualifications,Total instrument experience,Pilot
96060,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
96060,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96060,1,Personnel issues,Psychological,Perception/orientation/illusion,Spatial disorientation,Pilot
96060,1,Personnel issues,Task performance,Planning/preparation,Weather planning,Pilot
96060,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Low ceiling,Decision related to condition
96060,1,Environmental issues,Conditions/weather/phenomena,Ceiling/visibility/precip,Low ceiling,Contributed to outcome
96061,1,Environmental issues,Conditions/weather/phenomena,Turbulence,Terrain induced turbulence,Effect on operation
96061,1,Environmental issues,Conditions/weather/phenomena,Wind,Downdraft,Ability to respond/compensate
96061,1,Environmental issues,Conditions/weather/phenomena,Wind,Downdraft,Effect on operation
96061,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
96061,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,(general),Not attained/maintained
96061,1,Environmental issues,Conditions/weather/phenomena,Turbulence,Terrain induced turbulence,Ability to respond/compensate
96061,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96061,1,Personnel issues,Experience/knowledge,Experience/qualifications,Total experience,Pilot
96062,2,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot
96062,2,Personnel issues,Task performance,Communication (personnel),Lack of communication,Pilot
96062,1,Personnel issues,Task performance,Communication (personnel),Lack of communication,Pilot of other aircraft
96062,1,Personnel issues,Psychological,Attention/monitoring,Monitoring other aircraft,Pilot of other aircraft
96063,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Pitch control,Not attained/maintained
96063,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Lateral/bank control,Not attained/maintained
96063,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96063,1,Personnel issues,Psychological,Perception/orientation/illusion,Spatial disorientation,Pilot
96063,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Heading/course,Not attained/maintained
96064,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid condition
96064,1,Personnel issues,Task performance,Inspection,Preflight inspection,Pilot
96064,1,Aircraft,Aircraft systems,Fuel system,Fuel storage,Damaged/degraded
96065,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid condition
96074,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
96074,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96074,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Angle of attack,Not attained/maintained
96074,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Airspeed,Not attained/maintained
96074,1,Personnel issues,Task performance,Inspection,Preflight inspection,Pilot
96074,1,Personnel issues,Task performance,Planning/preparation,(general),Pilot
96074,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid management
96074,1,Aircraft,Fluids/misc hardware,Misc hardware,(general),Incorrect use/operation
96079,1,Personnel issues,Action/decision,Info processing/decision,Decision making/judgment,Pilot
96079,1,Environmental issues,Physical environment,Runway/land/takeoff/taxi surface,Choppy surface,Decision related to condition
96080,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip eng cyl section,Damaged/degraded
96080,1,Aircraft,Aircraft power plant,Engine (reciprocating),Recip eng cyl section,Failure
96081,1,Not determined,Not determined,(general),(general),Unknown/Not determined
96081,1,Aircraft,Aircraft propeller/rotor,Main rotor drive,(general),Failure
96082,1,Not determined,Not determined,(general),(general),Unknown/Not determined
96082,1,Aircraft,Aircraft power plant,Engine (reciprocating),(general),Not specified
96084,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
96084,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
96084,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96085,1,Personnel issues,Action/decision,Action,Delayed action,Instructor/check pilot
96085,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Lateral/bank control,Not attained/maintained
96085,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Altitude,Not attained/maintained
96085,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
96086,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not specified
96086,1,Aircraft,Aircraft systems,Landing gear system,Main gear strut/axle/truck,Failure
96087,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
96087,1,Environmental issues,Physical environment,Object/animal/substance,Animal(s)/bird(s),Effect on operation
96087,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96088,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
96088,1,Environmental issues,Conditions/weather/phenomena,Wind,High wind,Effect on operation
96088,1,Environmental issues,Conditions/weather/phenomena,Wind,Gusts,Effect on operation
96088,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
96088,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Pilot
96088,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
96088,1,Environmental issues,Physical environment,Object/animal/substance,(general),Effect on operation
96089,1,Personnel issues,Action/decision,Action,Forgotten action/omission,Pilot
96089,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Attain/maintain not possible
96089,1,Aircraft,Aircraft systems,Pneumatic system,Pneumatic distribution system,Not used/operated
96089,1,Environmental issues,Physical environment,Object/animal/substance,Fence/fence post,Contributed to outcome
96090,1,Aircraft,Aircraft systems,Fuel system,Fuel distribution,Failure
96090,1,Personnel issues,Action/decision,Action,Incorrect action selection,Pilot
96090,1,Personnel issues,Experience/knowledge,Experience/qualifications,Qualification/certification,Pilot
96090,1,Aircraft,Aircraft handling/service,Maintenance/inspections,(general),Incorrect service/maintenance
96091,1,Personnel issues,Task performance,Maintenance,Installation,Pilot
96091,1,Aircraft,Aircraft systems,Landing gear system,Wheel/ski/float,Failure
96092,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Lateral/bank control,Not attained/maintained
96092,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
96093,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Landing flare,Not attained/maintained
96093,1,Personnel issues,Task performance,Use of equip/info,Aircraft control,Student/instructed pilot
96094,1,Personnel issues,Task performance,Inspection,Preflight inspection,Pilot
96094,1,Aircraft,Aircraft power plant,Engine (reciprocating),(general),Failure
96094,1,Aircraft,Aircraft power plant,Power plant,Engine cowling system,Inadequate inspection
96094,1,Personnel issues,Action/decision,Action,Lack of action,Pilot
96094,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Descent/approach/glide path,Attain/maintain not possible
96095,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Inadequate inspection
96095,1,Aircraft,Fluids/misc hardware,Fluids,Fuel,Fluid condition
96095,1,Personnel issues,Task performance,Inspection,Preflight inspection,Pilot
96098,1,Aircraft,Aircraft oper/perf/capability,Performance/control parameters,Directional control,Not attained/maintained
